"","species_code","scientific_name","common_name","tree_type","spp_value_assignment","species_rating","basic_price_sq_in","palm_trunk_cost_ft","replacement_cost","t_ar_sq_inches","species_region"
"4130","PIUN","Pittosporum undulatum","Victorian box","BEM","PIUN",70,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4131","PIUN","Pittosporum undulatum","Victorian box","BEM","PIUN",70,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4132","PIUN","Pittosporum undulatum","Victorian box","BEM","PIUN",70,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4133","PIVI5","Pittosporum viridiflorum","Cape cheesewood","BES","PIUN",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4134","PIVI5","Pittosporum viridiflorum","Cape cheesewood","BES","PIUN",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4135","PIVI5","Pittosporum viridiflorum","Cape cheesewood","BES","PIUN",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4136","PLAC","Platanus hybrida","London planetree","BDL","PLAC",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4137","PLAC","Platanus hybrida","London planetree","BDL","PLAC",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4138","PLAC","Platanus hybrida","London planetree","BDL","PLAC",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4139","PLAC","Platanus hybrida","London planetree","BDL","PLAC",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4140","PLAC","Platanus hybrida","London planetree","BDL","PLAC",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4141","PLAC","Platanus hybrida","London planetree","BDL","PLAC",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4142","PLAC","Platanus hybrida","London planetree","BDL","PLAC",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4143","PLAC","Platanus hybrida","London planetree","BDL","PLAC",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4144","PLAC","Platanus hybrida","London planetree","BDL","PLAC",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4145","PLAC","Platanus hybrida","London planetree","BDL","PLAC",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4146","PLAC","Platanus hybrida","London planetree","BDL","PLAC",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4147","PLRA","Platanus racemosa","California sycamore","BDL","BDL OTHER",70,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4148","PLRA","Platanus racemosa","California sycamore","BDL","BDL OTHER",70,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4149","PLRA","Platanus racemosa","California sycamore","BDL","BDL OTHER",70,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4150","PLRA","Platanus racemosa","California sycamore","BDL","BDL OTHER",70,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4151","POGR2","Podocarpus gracilior","Fern pine","BEL","BEL OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4152","POGR2","Podocarpus gracilior","Fern pine","BEL","BEL OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4153","POGR2","Podocarpus gracilior","Fern pine","BEL","BEL OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4154","POGR2","Podocarpus gracilior","Fern pine","BEL","BEL OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4155","POMA","Podocarpus macrophyllus","Yew podocarpus","BES","BES OTHER",70,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4156","POMA","Podocarpus macrophyllus","Yew podocarpus","BES","BES OTHER",70,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4157","POMA","Podocarpus macrophyllus","Yew podocarpus","BES","BES OTHER",70,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4158","POMA","Podocarpus macrophyllus","Yew podocarpus","BES","BES OTHER",70,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4159","POMA","Podocarpus macrophyllus","Yew podocarpus","BES","BES OTHER",70,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4160","POAL","Populus alba","White poplar","BDL","BDL OTHER",10,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4161","POAL","Populus alba","White poplar","BDL","BDL OTHER",10,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4162","POAL","Populus alba","White poplar","BDL","BDL OTHER",10,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4163","POAL","Populus alba","White poplar","BDL","BDL OTHER",10,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4164","POAL","Populus alba","White poplar","BDL","BDL OTHER",10,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4165","POAL","Populus alba","White poplar","BDL","BDL OTHER",10,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4166","POAL","Populus alba","White poplar","BDL","BDL OTHER",10,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4167","POAL","Populus alba","White poplar","BDL","BDL OTHER",10,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4168","POAL","Populus alba","White poplar","BDL","BDL OTHER",10,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4169","POBA","Populus balsamifera","Balsam poplar","BDL","BDL OTHER",70,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4170","POBA","Populus balsamifera","Balsam poplar","BDL","BDL OTHER",70,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4171","POBA","Populus balsamifera","Balsam poplar","BDL","BDL OTHER",70,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4172","POBA","Populus balsamifera","Balsam poplar","BDL","BDL OTHER",70,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4173","POBA","Populus balsamifera","Balsam poplar","BDL","BDL OTHER",70,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4174","POFR","Populus fremontii","Fremont cottonwood","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4175","POFR","Populus fremontii","Valley cottonwood","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4176","POFR","Populus fremontii","Fremont cottonwood","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4177","POFR","Populus fremontii","Fremont cottonwood","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4178","PONI","Populus nigra","Black poplar","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4179","PONI","Populus nigra","Black poplar","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4180","PONI","Populus nigra","Black poplar","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4181","PONI","Populus nigra","Black poplar","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4182","PONI","Populus nigra","Black poplar","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4183","PONI","Populus nigra","Black poplar","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4184","PONI","Populus nigra","Black poplar","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4185","PONI","Populus nigra","Black poplar","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4186","PONI","Populus nigra","Black poplar","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4187","PONI","Populus nigra","Black poplar","BDL","BDL OTHER",30,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4188","POTR1","Populus tremuloides","Quaking aspen","BDM","BDM OTHER",50,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4189","POTR1","Populus tremuloides","Quaking aspen","BDM","BDM OTHER",50,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4190","POTR1","Populus tremuloides","Quaking aspen","BDM","BDM OTHER",50,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4191","POTR1","Populus tremuloides","Quaking aspen","BDM","BDM OTHER",50,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4192","POTR1","Populus tremuloides","Quaking aspen","BDM","BDM OTHER",50,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4193","POTR1","Populus tremuloides","Quaking aspen","BDM","BDM OTHER",50,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4194","PRAM2","Prunus amygdalus","Almendro","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4195","PRAM2","Prunus amygdalus","Almendro","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4196","PRAM2","Prunus amygdalus","Almendro","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4197","PRAR","Prunus armeniaca","Apricot","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4198","PRAR","Prunus armeniaca","Apricot","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4199","PRAR","Prunus armeniaca","Apricot","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4200","PRAR","Prunus armeniaca","Apricot","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4201","PRAR","Prunus armeniaca","Apricot","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4202","PRAR","Prunus armeniaca","Apricot","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4203","PRBL","Prunus blieriana","Blierana plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4204","PRBL","Prunus blieriana","Blierana plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4205","PRBL","Prunus blieriana","Blierana plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4206","PRBL","Prunus blieriana","Blierana plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4207","PRBL","Prunus blieriana","Blierana plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4208","PRCA","Prunus caroliniana","Carolina laurelcherry","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4209","PRCA","Prunus caroliniana","Carolina laurelcherry","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4210","PRCA","Prunus caroliniana","Carolina laurelcherry","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4211","PRCA","Prunus caroliniana","Carolina laurelcherry","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4212","PRCA","Prunus caroliniana","Carolina laurelcherry","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4213","PRCA","Prunus caroliniana","Carolina laurelcherry","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4214","PRCA","Prunus caroliniana","Carolina laurelcherry","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4215","PRCE","Prunus cerasifera","Cherry plum","BDS","PRCE",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4216","PRCE","Prunus cerasifera","Cherry plum","BDS","PRCE",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4217","PRCE","Prunus cerasifera","Cherry plum","BDS","PRCE",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4218","PRCE","Prunus cerasifera","Cherry plum","BDS","PRCE",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4219","PRCE","Prunus cerasifera","Purple leaf plum","BDS","PRCE",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4220","PRCE","Prunus cerasifera","Cherry plum","BDS","PRCE",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4221","PRCE","Prunus cerasifera","Cherry plum","BDS","PRCE",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4222","PRCE","Prunus cerasifera","Cherry plum","BDS","PRCE",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4223","PRCE","Prunus cerasifera","Cherry plum","BDS","PRCE",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4224","PRCE","Prunus cerasifera","Cherry plum","BDS","PRCE",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4225","PRCE","Prunus cerasifera","Cherry plum","BDS","PRCE",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4226","PRCE","Prunus cerasifera","Cherry plum","BDS","PRCE",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4227","PRCE","Prunus cerasifera","Cherry plum","BDS","PRCE",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4228","PRDO","Prunus domestica","Common plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4229","PRDO","Prunus domestica","Common plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4230","PRDO","Prunus domestica","Common plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4231","PRDO","Prunus domestica","Common plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4232","PRIL","Prunus ilicifolia","Hollyleaf cherry","BDS","BDS OTHER",50,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4233","PRIL","Prunus ilicifolia","Hollyleaf cherry","BDS","BDS OTHER",50,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4234","PRLY","Prunus ilicifolia ssp. lyonii","Catalina cherry","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4235","PRLY","Prunus ilicifolia ssp. lyonii","Catalina cherry","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4236","PRLY","Prunus ilicifolia ssp. lyonii","Catalina cherry","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4237","PRPE2","Prunus persica","Peach","BDS","BDS OTHER",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4238","PRPE2","Prunus persica","Peach","BDS","BDS OTHER",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4239","PRPE2","Prunus persica","Peach","BDS","BDS OTHER",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4240","PRPE2","Prunus persica","Peach","BDS","BDS OTHER",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4241","PRPE2","Prunus persica","Peach","BDS","BDS OTHER",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4242","PRPE2","Prunus persica","Peach","BDS","BDS OTHER",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4243","PRPE2","Prunus persica","Peach","BDS","BDS OTHER",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4244","PRPE2","Prunus persica","Peach","BDS","BDS OTHER",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4245","PRPE2","Prunus persica","Peach","BDS","BDS OTHER",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4246","PRPE2","Prunus persica","Peach","BDS","BDS OTHER",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4247","PRPE2","Prunus persica","Peach","BDS","BDS OTHER",30,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4248","PRPI","Prunus pissardii","Purpleleaf plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4249","PRSE2","Prunus serrulata","Kwanzan cherry","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4250","PRSE2","Prunus serrulata","Kwanzan cherry","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4251","PRSE2","Prunus serrulata","Kwanzan cherry","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4252","PRSE2","Prunus serrulata","Kwanzan cherry","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4253","PRSE2","Prunus serrulata","Kwanzan cherry","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4254","PRSE2","Prunus serrulata","Kwanzan cherry","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4255","PRSE2","Prunus serrulata","Kwanzan cherry","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4256","PRSE2","Prunus serrulata","Kwanzan cherry","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4257","PRSE2","Prunus serrulata","Kwanzan cherry","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4258","PRSE2","Prunus serrulata","Kwanzan cherry","BDS","BDS OTHER",50,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4259","PR","Prunus  species","Plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4260","PR","Prunus  species","Plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4261","PR","Prunus  species","Plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4262","PR","Prunus  species","Plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4263","PR","Prunus  species","Plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4264","PR","Prunus  species","Cherry","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4265","PR","Prunus  species","Plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4266","PR","Prunus  species","Plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4267","PR","Prunus  species","Plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4268","PR","Prunus  species","Plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4269","PR","Prunus  species","Plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4270","PR","Prunus  species","Plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4271","PR","Prunus  species","Plum","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4272","PRYE","Prunus yedoensis","Yoshino flowering cherry","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4273","PRYE","Prunus yedoensis","Yoshino flowering cherry","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4274","PRYE","Prunus yedoensis","Yoshino flowering cherry","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4275","PRYE","Prunus yedoensis","Yoshino flowering cherry","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4276","PSME","Pseudotsuga menziesii","Douglas fir","CEL","CEL OTHER",50,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4277","PSME","Pseudotsuga menziesii","Douglas fir","CEL","CEL OTHER",50,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4278","PSME","Pseudotsuga menziesii","Douglas fir","CEL","CEL OTHER",50,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4279","PSME","Pseudotsuga menziesii","Douglas fir","CEL","CEL OTHER",50,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4280","PSME","Pseudotsuga menziesii","Douglas fir","CEL","CEL OTHER",50,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4281","PSME","Pseudotsuga menziesii","Douglas fir","CEL","CEL OTHER",50,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4282","PSME","Pseudotsuga menziesii","Douglas fir","CEL","CEL OTHER",50,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4283","PSME","Pseudotsuga menziesii","Douglas fir","CEL","CEL OTHER",50,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4284","PSME","Pseudotsuga menziesii","Douglas fir","CEL","CEL OTHER",50,36.36001953125,0,345.4603125,4.75,"CaNCCoJBK"
"4285","PTTR","Ptelea trifoliata","Common hoptree","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4286","PTTR","Ptelea trifoliata","Common hoptree","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4287","PTTR","Ptelea trifoliata","Common hoptree","BDS","BDS OTHER",70,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4288","PYSP","Pyracantha  species","Firethorn","BES","BES OTHER",50,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4289","PYSP","Pyracantha  species","Firethorn","BES","BES OTHER",50,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4290","PYCA","Pyrus calleryana","Callery pear","BDM","PYCA",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4291","PYCA","Pyrus calleryana","Callery pear","BDM","PYCA",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4292","PYCA","Pyrus calleryana","Callery pear","BDM","PYCA",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4293","PYCA","Pyrus calleryana","Callery pear","BDM","PYCA",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4294","PYCA","Pyrus calleryana","Callery pear","BDM","PYCA",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4295","PYCA","Pyrus calleryana","Callery pear","BDM","PYCA",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4296","PYCA","Pyrus calleryana","Callery pear","BDM","PYCA",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4297","PYCA","Pyrus calleryana","Callery pear","BDM","PYCA",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4298","PYCA","Pyrus calleryana","Callery pear","BDM","PYCA",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4299","PYCA","Pyrus calleryana","Callery pear","BDM","PYCA",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4300","PYCA","Pyrus calleryana","Callery pear","BDM","PYCA",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4301","PYCO","Pyrus communis","Common pear","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4302","PYCO","Pyrus communis","Common pear","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4303","PYCO","Pyrus communis","Common pear","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4304","PYCO","Pyrus communis","Common pear","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4305","PYCO","Pyrus communis","Common pear","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4306","PYCO","Pyrus communis","Common pear","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4307","PYCO","Pyrus communis","Common pear","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4308","PYCO","Pyrus communis","Common pear","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4309","PYCO","Pyrus communis","Common pear","BDS","BDS OTHER",30,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
"4310","PYKA","Pyrus kawakamii","Evergreen pear","BES","PYKA",50,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4311","PYKA","Pyrus kawakamii","Evergreen pear","BES","PYKA",50,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4312","PYKA","Pyrus kawakamii","Evergreen pear","BES","PYKA",50,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4313","PYKA","Pyrus kawakamii","Evergreen pear","BES","PYKA",50,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4314","PYKA","Pyrus kawakamii","Evergreen pear","BES","PYKA",50,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4315","PYKA","Pyrus kawakamii","Evergreen pear","BES","PYKA",50,82.820078125,0,345.4603125,2.09000122070313,"CaNCCoJBK"
"4316","QUAG","Quercus agrifolia","Coastal live oak; California live oak","BEL","QUAG",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4317","QUAG","Quercus agrifolia","Coastal live oak; California live oak","BEL","QUAG",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4318","QUAG","Quercus agrifolia","Coastal live oak; California live oak","BEL","QUAG",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4319","QUAG","Quercus agrifolia","Coastal live oak; California live oak","BEL","QUAG",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4320","QUAG","Quercus agrifolia","Coastal live oak; California live oak","BEL","QUAG",90,45.4600390625,0,345.4603125,3.80000244140625,"CaNCCoJBK"
"4321","QUCH","Quercus chrysolepis","Canyon live oak","BEL","QUAG",90,77.0400390625,0,345.4603125,2.24000122070313,"CaNCCoJBK"
