"","species_code","species_region","dbh_range","benefit_value","benefit","unit"
"15346","ILOP","NMtnPrFNL",68.58,1755,"co2 storage","kgs"
"15347","MAGR","NMtnPrFNL",68.58,3775.7,"co2 storage","kgs"
"15348","QUNI","NMtnPrFNL",68.58,6912.3,"co2 storage","kgs"
"15349","BDL OTHER","NMtnPrFNL",68.58,7154.4,"co2 storage","kgs"
"15350","BDM OTHER","NMtnPrFNL",68.58,6477.4,"co2 storage","kgs"
"15351","BDS OTHER","NMtnPrFNL",68.58,3058.4,"co2 storage","kgs"
"15352","CEL OTHER","NMtnPrFNL",68.58,4164.2,"co2 storage","kgs"
"15353","CEM OTHER","NMtnPrFNL",68.58,2219.6,"co2 storage","kgs"
"15354","CES OTHER","NMtnPrFNL",68.58,386.7,"co2 storage","kgs"
"15355","BEL OTHER","NMtnPrFNL",68.58,6912.3,"co2 storage","kgs"
"15356","BEM OTHER","NMtnPrFNL",68.58,3775.7,"co2 storage","kgs"
"15357","BES OTHER","NMtnPrFNL",68.58,1755,"co2 storage","kgs"
"15358","ACPL","NMtnPrFNL",68.58,204.4,"electricity","kwh"
"15359","ACSA2","NMtnPrFNL",68.58,252.2,"electricity","kwh"
"15360","ACSA1","NMtnPrFNL",68.58,261.8,"electricity","kwh"
"15361","CEOC","NMtnPrFNL",68.58,264.8,"electricity","kwh"
"15362","FRAM","NMtnPrFNL",68.58,230.5,"electricity","kwh"
"15363","FRPE","NMtnPrFNL",68.58,263.4,"electricity","kwh"
"15364","GLTR","NMtnPrFNL",68.58,235,"electricity","kwh"
"15365","GYDI","NMtnPrFNL",68.58,166.4,"electricity","kwh"
"15366","POSA","NMtnPrFNL",68.58,154.9,"electricity","kwh"
"15367","QUMA1","NMtnPrFNL",68.58,195.9,"electricity","kwh"
"15368","TIAM","NMtnPrFNL",68.58,295,"electricity","kwh"
"15369","TICO","NMtnPrFNL",68.58,165.5,"electricity","kwh"
"15370","ULAM","NMtnPrFNL",68.58,213.3,"electricity","kwh"
"15371","ULPU","NMtnPrFNL",68.58,249.3,"electricity","kwh"
"15372","PY","NMtnPrFNL",68.58,25.2,"electricity","kwh"
"15373","MA2","NMtnPrFNL",68.58,119.8,"electricity","kwh"
"15374","PR","NMtnPrFNL",68.58,19.9,"electricity","kwh"
"15375","PIPO","NMtnPrFNL",68.58,273.6,"electricity","kwh"
"15376","PIPU","NMtnPrFNL",68.58,166.3,"electricity","kwh"
"15377","PINI","NMtnPrFNL",68.58,106.4,"electricity","kwh"
"15378","PICO5","NMtnPrFNL",68.58,1.8,"electricity","kwh"
"15379","ILOP","NMtnPrFNL",68.58,51.6,"electricity","kwh"
"15380","MAGR","NMtnPrFNL",68.58,122.7,"electricity","kwh"
"15381","QUNI","NMtnPrFNL",68.58,287,"electricity","kwh"
"15382","BDL OTHER","NMtnPrFNL",68.58,263.4,"electricity","kwh"
"15383","BDM OTHER","NMtnPrFNL",68.58,204.4,"electricity","kwh"
"15384","BDS OTHER","NMtnPrFNL",68.58,119.8,"electricity","kwh"
"15385","CEL OTHER","NMtnPrFNL",68.58,166.3,"electricity","kwh"
"15386","CEM OTHER","NMtnPrFNL",68.58,106.4,"electricity","kwh"
"15387","CES OTHER","NMtnPrFNL",68.58,1.8,"electricity","kwh"
"15388","BEL OTHER","NMtnPrFNL",68.58,287,"electricity","kwh"
"15389","BEM OTHER","NMtnPrFNL",68.58,122.7,"electricity","kwh"
"15390","BES OTHER","NMtnPrFNL",68.58,51.6,"electricity","kwh"
"15391","ACPL","NMtnPrFNL",68.58,12.67,"hydro interception","m^3"
"15392","ACSA2","NMtnPrFNL",68.58,16.71,"hydro interception","m^3"
"15393","ACSA1","NMtnPrFNL",68.58,14.65,"hydro interception","m^3"
"15394","CEOC","NMtnPrFNL",68.58,24.37,"hydro interception","m^3"
"15395","FRAM","NMtnPrFNL",68.58,15.15,"hydro interception","m^3"
"15396","FRPE","NMtnPrFNL",68.58,13.42,"hydro interception","m^3"
"15397","GLTR","NMtnPrFNL",68.58,14.15,"hydro interception","m^3"
"15398","GYDI","NMtnPrFNL",68.58,16.63,"hydro interception","m^3"
"15399","POSA","NMtnPrFNL",68.58,10.41,"hydro interception","m^3"
"15400","QUMA1","NMtnPrFNL",68.58,13.73,"hydro interception","m^3"
"15401","TIAM","NMtnPrFNL",68.58,13.24,"hydro interception","m^3"
"15402","TICO","NMtnPrFNL",68.58,12.44,"hydro interception","m^3"
"15403","ULAM","NMtnPrFNL",68.58,10.86,"hydro interception","m^3"
"15404","ULPU","NMtnPrFNL",68.58,28.94,"hydro interception","m^3"
"15405","PY","NMtnPrFNL",68.58,4.95,"hydro interception","m^3"
"15406","MA2","NMtnPrFNL",68.58,4.25,"hydro interception","m^3"
"15407","PR","NMtnPrFNL",68.58,3.75,"hydro interception","m^3"
"15408","PIPO","NMtnPrFNL",68.58,18.68,"hydro interception","m^3"
"15409","PIPU","NMtnPrFNL",68.58,22.98,"hydro interception","m^3"
"15410","PINI","NMtnPrFNL",68.58,17.12,"hydro interception","m^3"
"15411","PICO5","NMtnPrFNL",68.58,7.8,"hydro interception","m^3"
"15412","ILOP","NMtnPrFNL",68.58,7.8,"hydro interception","m^3"
"15413","MAGR","NMtnPrFNL",68.58,17.12,"hydro interception","m^3"
"15414","QUNI","NMtnPrFNL",68.58,22.98,"hydro interception","m^3"
"15415","BDL OTHER","NMtnPrFNL",68.58,13.42,"hydro interception","m^3"
"15416","BDM OTHER","NMtnPrFNL",68.58,12.67,"hydro interception","m^3"
"15417","BDS OTHER","NMtnPrFNL",68.58,4.25,"hydro interception","m^3"
"15418","CEL OTHER","NMtnPrFNL",68.58,22.98,"hydro interception","m^3"
"15419","CEM OTHER","NMtnPrFNL",68.58,17.12,"hydro interception","m^3"
"15420","CES OTHER","NMtnPrFNL",68.58,7.8,"hydro interception","m^3"
"15421","BEL OTHER","NMtnPrFNL",68.58,22.98,"hydro interception","m^3"
"15422","BEM OTHER","NMtnPrFNL",68.58,17.12,"hydro interception","m^3"
"15423","BES OTHER","NMtnPrFNL",68.58,7.8,"hydro interception","m^3"
"15424","ACPL","NMtnPrFNL",68.58,1644.5,"natural gas","kbtus"
"15425","ACSA2","NMtnPrFNL",68.58,1775.8,"natural gas","kbtus"
"15426","ACSA1","NMtnPrFNL",68.58,2016.9,"natural gas","kbtus"
"15427","CEOC","NMtnPrFNL",68.58,2013.1,"natural gas","kbtus"
"15428","FRAM","NMtnPrFNL",68.58,1669.7,"natural gas","kbtus"
"15429","FRPE","NMtnPrFNL",68.58,2097.5,"natural gas","kbtus"
"15430","GLTR","NMtnPrFNL",68.58,1858.4,"natural gas","kbtus"
"15431","GYDI","NMtnPrFNL",68.58,1315.3,"natural gas","kbtus"
"15432","POSA","NMtnPrFNL",68.58,1290.9,"natural gas","kbtus"
"15433","QUMA1","NMtnPrFNL",68.58,1786.2,"natural gas","kbtus"
"15434","TIAM","NMtnPrFNL",68.58,2870,"natural gas","kbtus"
"15435","TICO","NMtnPrFNL",68.58,1551,"natural gas","kbtus"
"15436","ULAM","NMtnPrFNL",68.58,1622.2,"natural gas","kbtus"
"15437","ULPU","NMtnPrFNL",68.58,1870.7,"natural gas","kbtus"
"15438","PY","NMtnPrFNL",68.58,183.1,"natural gas","kbtus"
"15439","MA2","NMtnPrFNL",68.58,1097.1,"natural gas","kbtus"
"15440","PR","NMtnPrFNL",68.58,248.9,"natural gas","kbtus"
"15441","PIPO","NMtnPrFNL",68.58,3255,"natural gas","kbtus"
"15442","PIPU","NMtnPrFNL",68.58,1856.7,"natural gas","kbtus"
"15443","PINI","NMtnPrFNL",68.58,1102.4,"natural gas","kbtus"
"15444","PICO5","NMtnPrFNL",68.58,-190.5,"natural gas","kbtus"
"15445","ILOP","NMtnPrFNL",68.58,126.2,"natural gas","kbtus"
"15446","MAGR","NMtnPrFNL",68.58,478.3,"natural gas","kbtus"
"15447","QUNI","NMtnPrFNL",68.58,2483.1,"natural gas","kbtus"
"15448","BDL OTHER","NMtnPrFNL",68.58,2097.5,"natural gas","kbtus"
"15449","BDM OTHER","NMtnPrFNL",68.58,1644.5,"natural gas","kbtus"
"15450","BDS OTHER","NMtnPrFNL",68.58,1097.1,"natural gas","kbtus"
"15451","CEL OTHER","NMtnPrFNL",68.58,1856.7,"natural gas","kbtus"
"15452","CEM OTHER","NMtnPrFNL",68.58,1102.4,"natural gas","kbtus"
"15453","CES OTHER","NMtnPrFNL",68.58,-190.5,"natural gas","kbtus"
"15454","BEL OTHER","NMtnPrFNL",68.58,2483.1,"natural gas","kbtus"
"15455","BEM OTHER","NMtnPrFNL",68.58,478.3,"natural gas","kbtus"
"15456","BES OTHER","NMtnPrFNL",68.58,126.2,"natural gas","kbtus"
"15457","ACPL","NoEastXXX",68.58,205.6,"co2 avoided","kgs"
"15458","ACRU","NoEastXXX",68.58,212.2,"co2 avoided","kgs"
"15459","ACSA1","NoEastXXX",68.58,220.1,"co2 avoided","kgs"
"15460","ACSA2","NoEastXXX",68.58,193.7,"co2 avoided","kgs"
"15461","AEHI","NoEastXXX",68.58,145.5,"co2 avoided","kgs"
"15462","BUCA","NoEastXXX",68.58,24.9,"co2 avoided","kgs"
"15463","FRPE","NoEastXXX",68.58,247.9,"co2 avoided","kgs"
"15464","GIBI","NoEastXXX",68.58,189.7,"co2 avoided","kgs"
"15465","GLTR","NoEastXXX",68.58,298.5,"co2 avoided","kgs"
"15466","ILOP","NoEastXXX",68.58,73,"co2 avoided","kgs"
"15467","JUVI","NoEastXXX",68.58,186.8,"co2 avoided","kgs"
"15468","LIST","NoEastXXX",68.58,243.5,"co2 avoided","kgs"
"15469","MA2","NoEastXXX",68.58,101.3,"co2 avoided","kgs"
"15470","MAGR","NoEastXXX",68.58,232.4,"co2 avoided","kgs"
"15471","PHCA","NoEastXXX",68.58,0,"co2 avoided","kgs"
"15472","PICO5","NoEastXXX",68.58,63.9,"co2 avoided","kgs"
"15473","PIST","NoEastXXX",68.58,146.9,"co2 avoided","kgs"
"15474","PLAC","NoEastXXX",68.58,244.2,"co2 avoided","kgs"
"15475","PRSE2","NoEastXXX",68.58,85.8,"co2 avoided","kgs"
"15476","PYCA","NoEastXXX",68.58,219.5,"co2 avoided","kgs"
"15477","QUPA","NoEastXXX",68.58,245.4,"co2 avoided","kgs"
"15478","QUPH","NoEastXXX",68.58,235.1,"co2 avoided","kgs"
"15479","QURU","NoEastXXX",68.58,267.7,"co2 avoided","kgs"
"15480","SAPA","NoEastXXX",68.58,0,"co2 avoided","kgs"
"15481","TICO","NoEastXXX",68.58,153.8,"co2 avoided","kgs"
"15482","TITO","NoEastXXX",68.58,204.8,"co2 avoided","kgs"
"15483","ULAM","NoEastXXX",68.58,281.5,"co2 avoided","kgs"
"15484","ULPA99","NoEastXXX",68.58,0,"co2 avoided","kgs"
"15485","ZESE","NoEastXXX",68.58,247.6,"co2 avoided","kgs"
"15486","BDL OTHER","NoEastXXX",68.58,247.6,"co2 avoided","kgs"
"15487","BDM OTHER","NoEastXXX",68.58,212.2,"co2 avoided","kgs"
"15488","BDS OTHER","NoEastXXX",68.58,85.8,"co2 avoided","kgs"
"15489","CEL OTHER","NoEastXXX",68.58,146.9,"co2 avoided","kgs"
"15490","CEM OTHER","NoEastXXX",68.58,186.8,"co2 avoided","kgs"
"15491","CES OTHER","NoEastXXX",68.58,63.9,"co2 avoided","kgs"
"15492","BEL OTHER","NoEastXXX",68.58,0,"co2 avoided","kgs"
"15493","BEM OTHER","NoEastXXX",68.58,232.4,"co2 avoided","kgs"
"15494","BES OTHER","NoEastXXX",68.58,73,"co2 avoided","kgs"
"15495","PEL OTHER","NoEastXXX",68.58,0,"co2 avoided","kgs"
"15496","PEM OTHER","NoEastXXX",68.58,0,"co2 avoided","kgs"
"15497","PES OTHER","NoEastXXX",68.58,24.5,"co2 avoided","kgs"
"15498","ACPL","NoEastXXX",68.58,351.2,"co2 sequestered","kgs"
"15499","ACRU","NoEastXXX",68.58,101.2,"co2 sequestered","kgs"
"15500","ACSA1","NoEastXXX",68.58,159.8,"co2 sequestered","kgs"
"15501","ACSA2","NoEastXXX",68.58,187.4,"co2 sequestered","kgs"
"15502","AEHI","NoEastXXX",68.58,252.7,"co2 sequestered","kgs"
"15503","BUCA","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15504","FRPE","NoEastXXX",68.58,170.2,"co2 sequestered","kgs"
"15505","GIBI","NoEastXXX",68.58,136.8,"co2 sequestered","kgs"
"15506","GLTR","NoEastXXX",68.58,52.7,"co2 sequestered","kgs"
"15507","ILOP","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15508","JUVI","NoEastXXX",68.58,223.5,"co2 sequestered","kgs"
"15509","LIST","NoEastXXX",68.58,72.8,"co2 sequestered","kgs"
"15510","MA2","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15511","MAGR","NoEastXXX",68.58,259.1,"co2 sequestered","kgs"
"15512","PHCA","NoEastXXX",68.58,3.9,"co2 sequestered","kgs"
"15513","PICO5","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15514","PIST","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15515","PLAC","NoEastXXX",68.58,156.3,"co2 sequestered","kgs"
"15516","PRSE2","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15517","PYCA","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15518","QUPA","NoEastXXX",68.58,319,"co2 sequestered","kgs"
"15519","QUPH","NoEastXXX",68.58,277.2,"co2 sequestered","kgs"
"15520","QURU","NoEastXXX",68.58,234.3,"co2 sequestered","kgs"
"15521","SAPA","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15522","TICO","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15523","TITO","NoEastXXX",68.58,149.1,"co2 sequestered","kgs"
"15524","ULAM","NoEastXXX",68.58,262.2,"co2 sequestered","kgs"
"15525","ULPA99","NoEastXXX",68.58,64.9,"co2 sequestered","kgs"
"15526","ZESE","NoEastXXX",68.58,163.1,"co2 sequestered","kgs"
"15527","BDL OTHER","NoEastXXX",68.58,163.1,"co2 sequestered","kgs"
"15528","BDM OTHER","NoEastXXX",68.58,101.2,"co2 sequestered","kgs"
"15529","BDS OTHER","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15530","CEL OTHER","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15531","CEM OTHER","NoEastXXX",68.58,223.5,"co2 sequestered","kgs"
"15532","CES OTHER","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15533","BEL OTHER","NoEastXXX",68.58,64.9,"co2 sequestered","kgs"
"15534","BEM OTHER","NoEastXXX",68.58,259.1,"co2 sequestered","kgs"
"15535","BES OTHER","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15536","PEL OTHER","NoEastXXX",68.58,3.9,"co2 sequestered","kgs"
"15537","PEM OTHER","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15538","PES OTHER","NoEastXXX",68.58,0,"co2 sequestered","kgs"
"15539","ACPL","NoEastXXX",68.58,6477.3,"co2 storage","kgs"
"15540","ACRU","NoEastXXX",68.58,3948.5,"co2 storage","kgs"
"15541","ACSA1","NoEastXXX",68.58,6477.3,"co2 storage","kgs"
"15542","ACSA2","NoEastXXX",68.58,6477.3,"co2 storage","kgs"
"15543","AEHI","NoEastXXX",68.58,0,"co2 storage","kgs"
"15544","BUCA","NoEastXXX",68.58,47,"co2 storage","kgs"
"15545","FRPE","NoEastXXX",68.58,4202.2,"co2 storage","kgs"
"15546","GIBI","NoEastXXX",68.58,3632.2,"co2 storage","kgs"
"15547","GLTR","NoEastXXX",68.58,5554.2,"co2 storage","kgs"
"15548","ILOP","NoEastXXX",68.58,1377.6,"co2 storage","kgs"
"15549","JUVI","NoEastXXX",68.58,3918.9,"co2 storage","kgs"
"15550","LIST","NoEastXXX",68.58,3191.7,"co2 storage","kgs"
"15551","MA2","NoEastXXX",68.58,3058.4,"co2 storage","kgs"
"15552","MAGR","NoEastXXX",68.58,3775.6,"co2 storage","kgs"
"15553","PHCA","NoEastXXX",68.58,307.9,"co2 storage","kgs"
"15554","PICO5","NoEastXXX",68.58,499.9,"co2 storage","kgs"
"15555","PIST","NoEastXXX",68.58,1548.2,"co2 storage","kgs"
"15556","PLAC","NoEastXXX",68.58,4057,"co2 storage","kgs"
"15557","PRSE2","NoEastXXX",68.58,4466.1,"co2 storage","kgs"
"15558","PYCA","NoEastXXX",68.58,3058.4,"co2 storage","kgs"
"15559","QUPA","NoEastXXX",68.58,7039.7,"co2 storage","kgs"
"15560","QUPH","NoEastXXX",68.58,6912.2,"co2 storage","kgs"
"15561","QURU","NoEastXXX",68.58,6912.2,"co2 storage","kgs"
"15562","SAPA","NoEastXXX",68.58,184.1,"co2 storage","kgs"
"15563","TICO","NoEastXXX",68.58,2749.1,"co2 storage","kgs"
"15564","TITO","NoEastXXX",68.58,5195.6,"co2 storage","kgs"
"15565","ULAM","NoEastXXX",68.58,5282.3,"co2 storage","kgs"
"15566","ULPA99","NoEastXXX",68.58,4015.3,"co2 storage","kgs"
"15567","ZESE","NoEastXXX",68.58,4555.8,"co2 storage","kgs"
"15568","BDL OTHER","NoEastXXX",68.58,4555.8,"co2 storage","kgs"
"15569","BDM OTHER","NoEastXXX",68.58,3948.5,"co2 storage","kgs"
"15570","BDS OTHER","NoEastXXX",68.58,4466.1,"co2 storage","kgs"
"15571","CEL OTHER","NoEastXXX",68.58,1548.2,"co2 storage","kgs"
"15572","CEM OTHER","NoEastXXX",68.58,3918.9,"co2 storage","kgs"
"15573","CES OTHER","NoEastXXX",68.58,499.9,"co2 storage","kgs"
"15574","BEL OTHER","NoEastXXX",68.58,4015.3,"co2 storage","kgs"
"15575","BEM OTHER","NoEastXXX",68.58,3775.6,"co2 storage","kgs"
"15576","BES OTHER","NoEastXXX",68.58,1377.6,"co2 storage","kgs"
"15577","PEL OTHER","NoEastXXX",68.58,307.9,"co2 storage","kgs"
"15578","PEM OTHER","NoEastXXX",68.58,184.1,"co2 storage","kgs"
"15579","PES OTHER","NoEastXXX",68.58,47,"co2 storage","kgs"
"15580","ACPL","NoEastXXX",68.58,150.5,"electricity","kwh"
"15581","ACRU","NoEastXXX",68.58,155.3,"electricity","kwh"
"15582","ACSA1","NoEastXXX",68.58,161.1,"electricity","kwh"
"15583","ACSA2","NoEastXXX",68.58,141.7,"electricity","kwh"
"15584","AEHI","NoEastXXX",68.58,106.5,"electricity","kwh"
"15585","BUCA","NoEastXXX",68.58,18.2,"electricity","kwh"
"15586","FRPE","NoEastXXX",68.58,181.4,"electricity","kwh"
"15587","GIBI","NoEastXXX",68.58,138.9,"electricity","kwh"
"15588","GLTR","NoEastXXX",68.58,218.5,"electricity","kwh"
"15589","ILOP","NoEastXXX",68.58,53.5,"electricity","kwh"
"15590","JUVI","NoEastXXX",68.58,136.7,"electricity","kwh"
"15591","LIST","NoEastXXX",68.58,178.2,"electricity","kwh"
"15592","MA2","NoEastXXX",68.58,74.1,"electricity","kwh"
"15593","MAGR","NoEastXXX",68.58,170.1,"electricity","kwh"
"15594","PHCA","NoEastXXX",68.58,0,"electricity","kwh"
"15595","PICO5","NoEastXXX",68.58,46.8,"electricity","kwh"
"15596","PIST","NoEastXXX",68.58,107.5,"electricity","kwh"
"15597","PLAC","NoEastXXX",68.58,178.8,"electricity","kwh"
"15598","PRSE2","NoEastXXX",68.58,62.8,"electricity","kwh"
"15599","PYCA","NoEastXXX",68.58,160.6,"electricity","kwh"
"15600","QUPA","NoEastXXX",68.58,179.6,"electricity","kwh"
"15601","QUPH","NoEastXXX",68.58,172.1,"electricity","kwh"
"15602","QURU","NoEastXXX",68.58,195.9,"electricity","kwh"
"15603","SAPA","NoEastXXX",68.58,0,"electricity","kwh"
"15604","TICO","NoEastXXX",68.58,112.6,"electricity","kwh"
"15605","TITO","NoEastXXX",68.58,149.9,"electricity","kwh"
"15606","ULAM","NoEastXXX",68.58,206.1,"electricity","kwh"
"15607","ULPA99","NoEastXXX",68.58,0,"electricity","kwh"
"15608","ZESE","NoEastXXX",68.58,181.3,"electricity","kwh"
"15609","BDL OTHER","NoEastXXX",68.58,181.3,"electricity","kwh"
"15610","BDM OTHER","NoEastXXX",68.58,155.3,"electricity","kwh"
"15611","BDS OTHER","NoEastXXX",68.58,62.8,"electricity","kwh"
"15612","CEL OTHER","NoEastXXX",68.58,107.5,"electricity","kwh"
"15613","CEM OTHER","NoEastXXX",68.58,136.7,"electricity","kwh"
"15614","CES OTHER","NoEastXXX",68.58,46.8,"electricity","kwh"
"15615","BEL OTHER","NoEastXXX",68.58,0,"electricity","kwh"
"15616","BEM OTHER","NoEastXXX",68.58,170.1,"electricity","kwh"
"15617","BES OTHER","NoEastXXX",68.58,53.5,"electricity","kwh"
"15618","PEL OTHER","NoEastXXX",68.58,0,"electricity","kwh"
"15619","PEM OTHER","NoEastXXX",68.58,0,"electricity","kwh"
"15620","PES OTHER","NoEastXXX",68.58,17.9,"electricity","kwh"
"15621","ACPL","NoEastXXX",68.58,12.05,"hydro interception","m^3"
"15622","ACRU","NoEastXXX",68.58,13.14,"hydro interception","m^3"
"15623","ACSA1","NoEastXXX",68.58,14.46,"hydro interception","m^3"
"15624","ACSA2","NoEastXXX",68.58,14.01,"hydro interception","m^3"
"15625","AEHI","NoEastXXX",68.58,9.42,"hydro interception","m^3"
"15626","BUCA","NoEastXXX",68.58,1.2,"hydro interception","m^3"
"15627","FRPE","NoEastXXX",68.58,14.33,"hydro interception","m^3"
"15628","GIBI","NoEastXXX",68.58,10.95,"hydro interception","m^3"
"15629","GLTR","NoEastXXX",68.58,17.39,"hydro interception","m^3"
"15630","ILOP","NoEastXXX",68.58,3.49,"hydro interception","m^3"
"15631","JUVI","NoEastXXX",68.58,9.2,"hydro interception","m^3"
"15632","LIST","NoEastXXX",68.58,14.35,"hydro interception","m^3"
"15633","MA2","NoEastXXX",68.58,6.39,"hydro interception","m^3"
"15634","MAGR","NoEastXXX",68.58,18.68,"hydro interception","m^3"
"15635","PHCA","NoEastXXX",68.58,2.39,"hydro interception","m^3"
"15636","PICO5","NoEastXXX",68.58,6.56,"hydro interception","m^3"
"15637","PIST","NoEastXXX",68.58,9.88,"hydro interception","m^3"
"15638","PLAC","NoEastXXX",68.58,14.19,"hydro interception","m^3"
"15639","PRSE2","NoEastXXX",68.58,4.07,"hydro interception","m^3"
"15640","PYCA","NoEastXXX",68.58,14.08,"hydro interception","m^3"
"15641","QUPA","NoEastXXX",68.58,15.24,"hydro interception","m^3"
"15642","QUPH","NoEastXXX",68.58,14.71,"hydro interception","m^3"
"15643","QURU","NoEastXXX",68.58,15.81,"hydro interception","m^3"
"15644","SAPA","NoEastXXX",68.58,4.79,"hydro interception","m^3"
"15645","TICO","NoEastXXX",68.58,7.59,"hydro interception","m^3"
"15646","TITO","NoEastXXX",68.58,13.96,"hydro interception","m^3"
"15647","ULAM","NoEastXXX",68.58,16.1,"hydro interception","m^3"
"15648","ULPA99","NoEastXXX",68.58,18.68,"hydro interception","m^3"
"15649","ZESE","NoEastXXX",68.58,17.65,"hydro interception","m^3"
"15650","BDL OTHER","NoEastXXX",68.58,17.65,"hydro interception","m^3"
"15651","BDM OTHER","NoEastXXX",68.58,13.14,"hydro interception","m^3"
"15652","BDS OTHER","NoEastXXX",68.58,4.07,"hydro interception","m^3"
"15653","CEL OTHER","NoEastXXX",68.58,9.88,"hydro interception","m^3"
"15654","CEM OTHER","NoEastXXX",68.58,9.2,"hydro interception","m^3"
"15655","CES OTHER","NoEastXXX",68.58,6.56,"hydro interception","m^3"
"15656","BEL OTHER","NoEastXXX",68.58,18.68,"hydro interception","m^3"
"15657","BEM OTHER","NoEastXXX",68.58,18.68,"hydro interception","m^3"
"15658","BES OTHER","NoEastXXX",68.58,3.49,"hydro interception","m^3"
"15659","PEL OTHER","NoEastXXX",68.58,2.39,"hydro interception","m^3"
"15660","PEM OTHER","NoEastXXX",68.58,4.79,"hydro interception","m^3"
"15661","PES OTHER","NoEastXXX",68.58,1.2,"hydro interception","m^3"
"15662","ACPL","NoEastXXX",68.58,5436.6,"natural gas","kbtus"
"15663","ACRU","NoEastXXX",68.58,5617.1,"natural gas","kbtus"
"15664","ACSA1","NoEastXXX",68.58,5837.1,"natural gas","kbtus"
"15665","ACSA2","NoEastXXX",68.58,5369.3,"natural gas","kbtus"
"15666","AEHI","NoEastXXX",68.58,4102.8,"natural gas","kbtus"
"15667","BUCA","NoEastXXX",68.58,801.6,"natural gas","kbtus"
"15668","FRPE","NoEastXXX",68.58,6354.2,"natural gas","kbtus"
"15669","GIBI","NoEastXXX",68.58,5144,"natural gas","kbtus"
"15670","GLTR","NoEastXXX",68.58,7032.5,"natural gas","kbtus"
"15671","ILOP","NoEastXXX",68.58,1994.7,"natural gas","kbtus"
"15672","JUVI","NoEastXXX",68.58,4672.8,"natural gas","kbtus"
"15673","LIST","NoEastXXX",68.58,6286.7,"natural gas","kbtus"
"15674","MA2","NoEastXXX",68.58,3247.7,"natural gas","kbtus"
"15675","MAGR","NoEastXXX",68.58,5139.7,"natural gas","kbtus"
"15676","PHCA","NoEastXXX",68.58,0,"natural gas","kbtus"
"15677","PICO5","NoEastXXX",68.58,1799,"natural gas","kbtus"
"15678","PIST","NoEastXXX",68.58,3878.1,"natural gas","kbtus"
"15679","PLAC","NoEastXXX",68.58,6193.9,"natural gas","kbtus"
"15680","PRSE2","NoEastXXX",68.58,2755.6,"natural gas","kbtus"
"15681","PYCA","NoEastXXX",68.58,5070.2,"natural gas","kbtus"
"15682","QUPA","NoEastXXX",68.58,5823.8,"natural gas","kbtus"
"15683","QUPH","NoEastXXX",68.58,5444.2,"natural gas","kbtus"
"15684","QURU","NoEastXXX",68.58,6707,"natural gas","kbtus"
"15685","SAPA","NoEastXXX",68.58,0,"natural gas","kbtus"
"15686","TICO","NoEastXXX",68.58,4337.2,"natural gas","kbtus"
"15687","TITO","NoEastXXX",68.58,5352.4,"natural gas","kbtus"
"15688","ULAM","NoEastXXX",68.58,6872.7,"natural gas","kbtus"
"15689","ULPA99","NoEastXXX",68.58,0,"natural gas","kbtus"
"15690","ZESE","NoEastXXX",68.58,6211.7,"natural gas","kbtus"
"15691","BDL OTHER","NoEastXXX",68.58,6211.7,"natural gas","kbtus"
"15692","BDM OTHER","NoEastXXX",68.58,5617.1,"natural gas","kbtus"
"15693","BDS OTHER","NoEastXXX",68.58,2755.6,"natural gas","kbtus"
"15694","CEL OTHER","NoEastXXX",68.58,3878.1,"natural gas","kbtus"
"15695","CEM OTHER","NoEastXXX",68.58,4672.8,"natural gas","kbtus"
"15696","CES OTHER","NoEastXXX",68.58,1799,"natural gas","kbtus"
"15697","BEL OTHER","NoEastXXX",68.58,0,"natural gas","kbtus"
"15698","BEM OTHER","NoEastXXX",68.58,5139.7,"natural gas","kbtus"
"15699","BES OTHER","NoEastXXX",68.58,1994.7,"natural gas","kbtus"
"15700","PEL OTHER","NoEastXXX",68.58,0,"natural gas","kbtus"
